geotype	subtype	scalerank	code	name	country_name	country_code	province_name	province_code	continent	region_un	subregion	region_wb	latitude	longitude	x_min	y_min	x_max	y_max	tsvector	area
OpenPlaces::Park	National Preserve	4		Mojave N PRES	United States	US	California	CA	North America	Americas	Northern America	North America	35.0752970377604	-115.548628401984	-116.166788736979	34.7179768880208	-114.949869791667	35.5920003255208	'california':4B 'mojav':1A 'n':2A 'pres':3A 'state':6C 'unit':5C	0.634172024826211
OpenPlaces::Park	National Park	3		Sequoia	United States	US	California	CA	North America	Americas	Northern America	North America	36.5191650390625	-118.56190999349	-118.914428710938	36.2970377604167	-118.233561197917	36.6978352864583	'california':2B 'sequoia':1A 'state':4C 'unit':3C	0.164603544606103
OpenPlaces::Lake	Lake	3		Lake Tahoe	United States	US	California	CA	North America	Americas	Northern America	North America	39.0985874181454	-120.046055156602	-120.155017221364	38.9397779715578	-119.922322378866	39.2638728755298	'california':3B 'lake':1A 'state':5C 'taho':2A 'unit':4C	0.0505469188812735
OpenPlaces::Park	National Park	3		Death Valley	United States	US	California	CA	North America	Americas	Northern America	North America	36.4789021809896	-117.088347614247	-118.001749674479	35.6354573567708	-116.274861653646	37.3448893229167	'california':3B 'death':1A 'state':5C 'unit':4C 'valley':2A	1.38710700637765
OpenPlaces::River	River	6		San Joaquin River	United States	US	California	CA	North America	Americas	Northern America	North America	37.3549258484315	-119.081613736062	-121.445423957416	36.767645574994	-118.736724413145	38.0076764994732	'california':4B 'joaquin':2A 'river':3A 'san':1A 'state':6C 'unit':5C	0
OpenPlaces::Lake	Alkaline Lake	3		Salton Sea Lake	United States	US	California	CA	North America	Americas	Northern America	North America	33.3055013961941	-115.756786494068	-116.064974856933	33.1104851619694	-115.597966169238	33.5264216736064	'california':4B 'lake':3A 'salton':1A 'sea':2A 'state':6C 'unit':5C	0.0813920861931196
OpenPlaces::Park	National Park	5		Channel Islands	United States	US	California	CA	North America	Americas	Northern America	North America	34.0179239908855	-119.775430548926	-120.44921875	33.4647947630001	-119.026998811	34.0788167317709	'california':3B 'channel':1A 'island':2A 'state':5C 'unit':4C	0.0508316320217998
OpenPlaces::Lake	Reservoir	5		Millerton Lake	United States	US	California	CA	North America	Americas	Northern America	North America	37.0305322429818	-119.633943655653	-119.698016913992	36.9999183737601	-119.600876752038	37.0626179328392	'california':3B 'lake':2A 'millerton':1A 'state':5C 'unit':4C	0.00221452016686299
OpenPlaces::Park	National Seashore	5		Point Reyes	United States	US	California	CA	North America	Americas	Northern America	North America	38.0788167317708	-122.904690980029	-123.027465820312	37.9030354817708	-122.714762369792	38.2427164713542	'california':3B 'point':1A 'rey':2A 'state':5C 'unit':4C	0.025558597511716
OpenPlaces::Park	National Park	3		Redwood	United States	US	California	CA	North America	Americas	Northern America	North America	41.45849609375	-124.049783761161	-124.15625	41.0824788411458	-123.859212239583	41.8357747395833	'california':2B 'redwood':1A 'state':4C 'unit':3C	0.0510699037048555
OpenPlaces::Park	National Park	3		Yosemite	United States	US	California	CA	North America	Americas	Northern America	North America	37.8374226888021	-119.513218176908	-119.885050455729	37.4945882161458	-119.194498697917	38.1851399739583	'california':2B 'state':4C 'unit':3C 'yosemit':1A	0.309762496915127
OpenPlaces::Park	National Park	5		Lassen Volcanic	United States	US	California	CA	North America	Americas	Northern America	North America	40.4981689453125	-121.407054093543	-121.575154622396	40.4112548828125	-121.246785481771	40.5850830078125	'california':3B 'lassen':1A 'state':5C 'unit':4C 'volcan':2A	0.045347300668557
OpenPlaces::Lake	Lake	7		Lake Winnibigoshish	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	47.4364513191499	-94.2518509576136	-94.3401663642977	47.357414551015	-94.0661133619381	47.5146049949034	'lake':1A 'minnesota':3B 'state':5C 'unit':4C 'winnibigoshish':2A	0.0255331393766658
OpenPlaces::River	River	6		Pit River	United States	US	California	CA	North America	Americas	Northern America	North America	41.184149481244	-121.141916470437	-122.094634569395	40.783514715619	-120.40884355377	41.7089297546815	'california':3B 'pit':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	5		Klamath River	United States	US	California	CA	North America	Americas	Northern America	North America	41.4154727234315	-123.911732551166	-124.068348762104	41.2032331400982	-121.774891730854	42.249579168744	'california':3B 'klamath':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	5		Sacramento River	United States	US	California	CA	North America	Americas	Northern America	North America	38.3586693380149	-121.512725389708	-122.448109504291	38.1476504578065	-121.49136308502	41.3187930359315	'california':3B 'river':2A 'sacramento':1A 'state':5C 'unit':4C	0
OpenPlaces::River	River	10		Salinas River	United States	US	California	CA	North America	Americas	Northern America	North America	35.607245184369	-120.697661913145	-120.88882402252	35.3207461609315	-120.319650845437	36.0000267598899	'california':3B 'river':2A 'salina':1A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Lake	5		Bear Lake	United States	US	Idaho	ID	North America	Americas	Northern America	North America	42.0071993583334	-111.354456536058	-111.420056112859	41.8687010365179	-111.283618339933	42.1583553376155	'bear':1A 'idaho':3B 'lake':2A 'state':5C 'unit':4C	0.0292617641632289
OpenPlaces::River	River	6		Trinity River	United States	US	California	CA	North America	Americas	Northern America	North America	40.7885195984315	-123.29360917877	-123.695708788145	40.664129949994	-122.75454667877	41.2026634786399	'california':3B 'river':2A 'state':5C 'triniti':1A 'unit':4C	0
OpenPlaces::River	River	7		Eel River	United States	US	California	CA	North America	Americas	Northern America	North America	40.5827090515565	-124.142404751687	-124.30581621002	39.333563543744	-122.85464433502	40.6425235046815	'california':3B 'eel':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	7		Stanislaus River	United States	US	California	CA	North America	Americas	Northern America	North America	38.0640729838482	-120.460519986062	-121.233509894916	37.6797956400982	-119.668039517312	38.441473699994	'california':3B 'river':2A 'stanislaus':1A 'state':5C 'unit':4C	0
OpenPlaces::River	River	8		Feather River	United States	US	California	CA	North America	Americas	Northern America	North America	39.2067324890565	-121.608957486062	-121.639475064187	38.7817650411399	-120.155588345437	39.8803164734315	'california':3B 'feather':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Reservoir	7		Clair Engle Lake	United States	US	California	CA	North America	Americas	Northern America	North America	40.9482244109772	-122.67872506813	-122.855660905733	40.8204703798021	-122.606481672116	41.0756840780252	'california':4B 'clair':1A 'engl':2A 'lake':3A 'state':6C 'unit':5C	0.0106155424843465
OpenPlaces::Lake	Reservoir	8		Lake Oroville	United States	US	California	CA	North America	Americas	Northern America	North America	39.6466934228645	-121.479442592264	-121.562960841434	39.5343935083638	-121.292145844473	39.749573685297	'california':3B 'lake':1A 'orovill':2A 'state':5C 'unit':4C	0.0113154381300712
OpenPlaces::Lake	Alkaline Lake	5		Goose Lake	United States	US	California	CA	North America	Americas	Northern America	North America	41.9447941633815	-120.414890335764	-120.503102801697	41.7742101517087	-120.313385121761	42.1130232620372	'california':3B 'goos':1A 'lake':2A 'state':5C 'unit':4C	0.0434256772737508
OpenPlaces::Park	National Park	3		Rocky Mountain	United States	US	Colorado	CO	North America	Americas	Northern America	North America	40.3484903971354	-105.722717306465	-105.905354817708	40.16015625	-105.494954427083	40.55126953125	'colorado':3B 'mountain':2A 'rocki':1A 'state':5C 'unit':4C	0.112006429168913
OpenPlaces::River	River	5		Mississippi River	United States	US	Iowa	IA	North America	Americas	Northern America	North America	43.4743919942649	-91.2510880199162	-95.2581680980412	38.818670965619	-90.1273087230412	47.4993757182232	'iowa':3B 'mississippi':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	8		Cedar River	United States	US	Iowa	IA	North America	Americas	Northern America	North America	42.2672793640565	-92.0316462881454	-93.2110082673121	41.0986595723899	-91.0311173167912	43.5586205098899	'cedar':1A 'iowa':3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Park	National Monument	4		Dinosaur NM	United States	US	Colorado	CO	North America	Americas	Northern America	North America	40.572998046875	-108.991048177083	-109.338704427083	40.3960774739583	-108.503336588542	40.7444661458333	'colorado':3B 'dinosaur':1A 'nm':2A 'state':5C 'unit':4C	0.0916182680262473
OpenPlaces::River	River	8		Des Moines River	United States	US	Iowa	IA	North America	Americas	Northern America	North America	42.3082949890565	-93.9497777985621	-95.9518123037704	40.379461981244	-91.4418839183537	44.2293561869732	'des':1A 'iowa':4B 'moin':2A 'river':3A 'state':6C 'unit':5C	0
OpenPlaces::Lake	Reservoir	8		Toledo Bend Reservoir	United States	US	Louisiana	LA	North America	Americas	Northern America	North America	31.5852374372366	-93.8041575930339	-94.0675851825738	31.1620890044848	-93.5665774381957	32.0033816798272	'bend':2A 'louisiana':4B 'reservoir':3A 'state':6C 'toledo':1A 'unit':5C	0.0769194174638828
OpenPlaces::Lake	Reservoir	8		Smith Mountain Lake	United States	US	Virginia	VA	North America	Americas	Northern America	North America	37.1186942990578	-79.6267731781959	-79.7725272587421	37.0078662051927	-79.5027425362259	37.2339378548298	'lake':3A 'mountain':2A 'smith':1A 'state':6C 'unit':5C 'virginia':4B	0.0154477663817317
OpenPlaces::River	River	1		Mississippi River	United States	US	Louisiana	LA	North America	Americas	Northern America	North America	29.1894798848899	-89.0929255850204	-91.6616918610621	28.9283307963482	-89.0305883454371	38.818670965619	'louisiana':3B 'mississippi':1A 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	8		Bayou Lafourche River	United States	US	Louisiana	LA	North America	Americas	Northern America	North America	29.7028262390565	-90.5602921214787	-91.0447485016871	29.1189232442649	-90.1616918610621	30.1268985046815	'bayou':1A 'lafourch':2A 'louisiana':4B 'river':3A 'state':6C 'unit':5C	0
OpenPlaces::Park	National Park and Preserve	5		Great Sand Dunes	United States	US	Colorado	CO	North America	Americas	Northern America	North America	37.8205362955729	-105.52604937255	-105.726725260417	37.6636149088542	-105.427327473958	37.9533284505208	'colorado':4B 'dune':3A 'great':1A 'sand':2A 'state':6C 'unit':5C	0.0494616876045855
OpenPlaces::River	River	8		Cowpasture River	United States	US	Virginia	VA	North America	Americas	Northern America	North America	38.2116153015565	-79.5510147777287	-79.6561173167912	38.0001895203065	-79.3823136058537	38.395575262494	'cowpastur':1A 'river':2A 'state':5C 'unit':4C 'virginia':3B	0
OpenPlaces::River	River	6		Potomac River	United States	US	Virginia	VA	North America	Americas	Northern America	North America	39.323797918744	-77.7154027985621	-78.3253474600204	38.901937596	-77.0683327909999	39.704169012494	'potomac':1A 'river':2A 'state':5C 'unit':4C 'virginia':3B	0
OpenPlaces::River	River	7		Roanoke River	United States	US	Virginia	VA	North America	Americas	Northern America	North America	37.2815209005149	-80.1063126292912	-80.2664281891871	35.8209903015565	-76.6950577464787	37.2917748067649	'river':2A 'roanok':1A 'state':5C 'unit':4C 'virginia':3B	0
OpenPlaces::Park	National Park	3		Zion	United States	US	Utah	UT	North America	Americas	Northern America	North America	37.3014526367188	-113.00466563805	-113.21630859375	37.14208984375	-112.863810221354	37.5042317708333	'state':4C 'unit':3C 'utah':2B 'zion':1A	0.0615658958752936
OpenPlaces::River	River	8		New River	United States	US	Virginia	VA	North America	Americas	Northern America	North America	37.384588934369	-80.8411759105412	-81.4975479808537	36.315741278119	-80.5190323558537	38.1483828796815	'new':1A 'river':2A 'state':5C 'unit':4C 'virginia':3B	0
OpenPlaces::River	River	8		James River	United States	US	Virginia	VA	North America	Americas	Northern America	North America	37.6583112650982	-78.7136124339787	-79.8207087881454	37.3498802755149	-77.2505997386662	38.0001895203065	'jame':1A 'river':2A 'state':5C 'unit':4C 'virginia':3B	0
OpenPlaces::Lake	Reservoir	7		John H. Kerr Reservoir	United States	US	Virginia	VA	North America	Americas	Northern America	North America	36.6187168291246	-78.5032268696338	-78.7575597483921	36.4323843366502	-78.2756856722775	36.8018113162005	'h':2A 'john':1A 'kerr':3A 'reservoir':4A 'state':7C 'unit':6C 'virginia':5B	0.0284872626614318
OpenPlaces::River	River	7		Wisconsin River	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	45.0690371765565	-89.6644180980412	-91.1539200511662	43.003729559369	-89.2353409496037	45.943915106244	'river':2A 'state':5C 'unit':4C 'wisconsin':1A,3B	0
OpenPlaces::River	River	8		Namekagon River	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	45.106512762494	-92.7554825511662	-92.9018448558537	44.7577578796815	-91.4700414704371	46.3397891296815	'namekagon':1A 'river':2A 'state':5C 'unit':4C 'wisconsin':3B	0
OpenPlaces::River	River	8		Fox River	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	44.3196068380149	-88.1870824860621	-88.4620255199162	44.2233340515565	-88.0021052725204	44.545477606244	'fox':1A 'river':2A 'state':5C 'unit':4C 'wisconsin':3B	0
OpenPlaces::Lake	Lake	3		Lake Winnebago	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	44.0277147269652	-88.4232554144716	-88.5160249269341	43.8056169930443	-88.3037883912721	44.2233196894441	'lake':1A 'state':5C 'unit':4C 'winnebago':2A 'wisconsin':3B	0.0563066686031338
OpenPlaces::Lake	Lake	0		Lake Michigan	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	43.8784721145094	-87.0887237694855	-88.0434233208242	41.6279111805242	-84.774509689027	46.1151979345194	'lake':1A 'michigan':2A 'state':5C 'unit':4C 'wisconsin':3B	6.46026742965455
OpenPlaces::Lake	Reservoir	7		Petenwell Lake	United States	US	Wisconsin	WI	North America	Americas	Northern America	North America	44.0596532347589	-90.0109436649854	-90.0627612329474	43.8527152533854	-89.8836406615878	44.2580546564457	'lake':2A 'petenwel':1A 'state':5C 'unit':4C 'wisconsin':3B	0.0188967491833813
OpenPlaces::River	River	5		Colorado River	United States	US	Colorado	CO	North America	Americas	Northern America	North America	40.2807884786399	-105.844553189187	-115.213246223041	31.964178778119	-105.809925910541	40.404120184369	'colorado':1A,3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Lake	8		Lake Granby	United States	US	Colorado	CO	North America	Americas	Northern America	North America	40.175371395193	-105.845154253758	-105.884391520084	40.1366625124752	-105.790489363529	40.2126084572752	'colorado':3B 'granbi':2A 'lake':1A 'state':5C 'unit':4C	0.00287557484280345
OpenPlaces::River	River	8		South Platte River	United States	US	Colorado	CO	North America	Americas	Northern America	North America	40.3777123067649	-103.483794725645	-106.026193814187	38.9116478536399	-100.296009894916	41.1593692078065	'colorado':4B 'platt':2A 'river':3A 'south':1A 'state':6C 'unit':5C	0
OpenPlaces::Park	National Park	3		Capitol Reef	United States	US	Utah	UT	North America	Americas	Northern America	North America	38.0595703125	-111.15195719401	-111.4248046875	37.600830078125	-110.864664713542	38.5327962239583	'capitol':1A 'reef':2A 'state':5C 'unit':4C 'utah':3B	0.102330618434485
OpenPlaces::Park	National Park	5		Canyonlands	United States	US	Utah	UT	North America	Americas	Northern America	North America	38.2333984375	-109.913278267886	-110.236897786458	37.9581705729167	-109.662272135417	38.5086263020833	'canyonland':1A 'state':4C 'unit':3C 'utah':2B	0.145758628017373
OpenPlaces::Park	National Recreation Area	4		Glen Canyon NRA	United States	US	Utah	UT	North America	Americas	Northern America	North America	37.6611938476562	-111.079802162416	-111.661417643229	36.8185221354167	-109.947143554688	38.4990234375	'canyon':2A 'glen':1A 'nra':3A 'state':6C 'unit':5C 'utah':4B	0.519780317942301
OpenPlaces::Park	National Park	5		Voyageurs	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	48.5252482096354	-92.8655589746991	-93.1570638020833	48.3016357421875	-92.4520670572917	48.6009521484375	'minnesota':2B 'state':4C 'unit':3C 'voyageur':1A	0.0632779813475071
OpenPlaces::Lake	Lake	7		Cass Lake	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	47.4251183002553	-94.5743510189758	-94.6380628609549	47.3833185942026	-94.5055990037457	47.471333468215	'cass':1A 'lake':2A 'minnesota':3B 'state':5C 'unit':4C	0.00808041643191932
OpenPlaces::River	River	7		Green River	United States	US	Utah	UT	North America	Americas	Northern America	North America	39.8442650411399	-109.85757402252	-110.170643683979	38.1858991557232	-108.862212694395	43.3856875671815	'green':1A 'river':2A 'state':5C 'unit':4C 'utah':3B	0
OpenPlaces::River	River	8		Bear River	United States	US	Utah	UT	North America	Americas	Northern America	North America	41.4743106140565	-112.256947394916	-112.285511848041	40.8320580098899	-110.825754361062	42.674627996869	'bear':1A 'river':2A 'state':5C 'unit':4C 'utah':3B	0
OpenPlaces::Lake	Lake	5		Utah Lake	United States	US	Utah	UT	North America	Americas	Northern America	North America	40.2192316501356	-111.77425995799	-111.919886400728	40.0607165676752	-111.66982407473	40.3803960097402	'lake':2A 'state':5C 'unit':4C 'utah':1A,3B	0.0330805701863902
OpenPlaces::Lake	Lake	8		Lake Walcott	United States	US	Idaho	ID	North America	Americas	Northern America	North America	42.6720207394603	-113.39415226567	-113.472657171348	42.6534757994509	-113.316202637777	42.6946867772494	'idaho':3B 'lake':1A 'state':5C 'unit':4C 'walcott':2A	0.0037780587481101
OpenPlaces::Lake	Reservoir	4		Lake Powell	United States	US	Utah	UT	North America	Americas	Northern America	North America	37.4239498988933	-110.690188590696	-111.555463611339	36.9322146245198	-110.362994532329	37.9133302602497	'lake':1A 'powel':2A 'state':5C 'unit':4C 'utah':3B	0.0855225081395165
OpenPlaces::Lake	Lake	5		Upper Red Lake	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	48.1292372923543	-94.7991182225219	-95.0482592721129	48.0527026193	-94.5398924245565	48.2119536120783	'lake':3A 'minnesota':4B 'red':2A 'state':6C 'unit':5C 'upper':1A	0.0575165009073886
OpenPlaces::Lake	Lake	5		Leech Lake	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	47.1762334307655	-94.4441194039224	-94.6298206653953	47.0468603968911	-94.2246284443985	47.3067839211484	'lake':2A 'leech':1A 'minnesota':3B 'state':5C 'unit':4C	0.047799456417338
OpenPlaces::Lake	Lake	5		Lower Red Lake	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	47.9870594189497	-95.0181562441905	-95.3008236931919	47.8796165125466	-94.7581634248247	48.0865544939202	'lake':3A 'lower':1A 'minnesota':4B 'red':2A 'state':6C 'unit':5C	0.0773330857065033
OpenPlaces::Lake	Alkaline Lake	1		Great Salt Lake	United States	US	Utah	UT	North America	Americas	Northern America	North America	41.1840100768097	-112.576710889735	-113.025370880171	40.6871234302114	-111.930925055496	41.6814854516622	'great':1A 'lake':3A 'salt':2A 'state':6C 'unit':5C 'utah':4B	0.441617342306099
OpenPlaces::River	River	7		Minnesota River	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	44.533270574994	-94.9676407542912	-96.7872208324162	44.1621361348899	-93.1739802725204	45.5350202494732	'minnesota':1A,3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Lake	5		Mille Lacs Lake	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	46.2470730634744	-93.6801438300572	-93.8387170737289	46.1213795811892	-93.4847442108531	46.3718834533782	'lac':2A 'lake':3A 'mill':1A 'minnesota':4B 'state':6C 'unit':5C	0.0570830114225201
OpenPlaces::Lake	Lake	7		Lake Traverse	United States	US	Minnesota	MN	North America	Americas	Northern America	North America	45.7086810749506	-96.7314361894156	-96.8631612979432	45.6006494402932	-96.6025018633681	45.8267210899303	'lake':1A 'minnesota':3B 'state':5C 'travers':2A 'unit':4C	0.00722684658672142
OpenPlaces::Park	National Park	3		Glacier	United States	US	Montana	MT	North America	Americas	Northern America	North America	48.6129557291667	-113.759193702652	-114.4208984375	48.2298990885417	-113.240478515625	48.9925130208333	'glacier':1A 'montana':2B 'state':4C 'unit':3C	0.47414404567745
OpenPlaces::Lake	Lake	8		Hebgen Lake	United States	US	Montana	MT	North America	Americas	Northern America	North America	44.808809938309	-111.200947207685	-111.310258293438	44.7422836455773	-111.098463303967	44.8732756821509	'hebgen':1A 'lake':2A 'montana':3B 'state':5C 'unit':4C	0.00644952895214258
OpenPlaces::River	River	5		Sprague River	United States	US	Oregon	OR	North America	Americas	Northern America	North America	42.4733340515565	-121.441273566791	-121.950672980854	42.4004173848899	-120.881825324604	42.6126569682232	'oregon':3B 'river':2A 'spragu':1A 'state':5C 'unit':4C	0
OpenPlaces::River	River	7		Clark Fork River	United States	US	Montana	MT	North America	Americas	Northern America	North America	47.0053164734315	-114.234242316791	-116.189442512104	45.8060977234315	-112.487660285541	48.1552188171815	'clark':1A 'fork':2A 'montana':4B 'river':3A 'state':6C 'unit':5C	0
OpenPlaces::River	River	8		Flathead River	United States	US	Montana	MT	North America	Americas	Northern America	North America	47.4975039734315	-114.357289191791	-114.775257941791	47.333563543744	-114.042876756895	49.3917910828065	'flathead':1A 'montana':3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::River	River	1		Madison River	United States	US	Montana	MT	North America	Americas	Northern America	North America	45.5567487650982	-111.579172329812	-111.732411262104	44.6467552755149	-110.743723111062	46.3603783223899	'madison':1A 'montana':3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Lake	4		Flathead Lake	United States	US	Montana	MT	North America	Americas	Northern America	North America	47.9016938220815	-114.10476928356	-114.316893487961	47.710651503573	-114.001629507803	48.095091053607	'flathead':1A 'lake':2A 'montana':3B 'state':5C 'unit':4C	0.0545186842394348
OpenPlaces::Lake	Lake	7		Canyon Ferry Lake	United States	US	Montana	MT	North America	Americas	Northern America	North America	46.5080268621766	-111.545443272474	-111.7123596911	46.3598145241658	-111.474071930187	46.6624208468572	'canyon':1A 'ferri':2A 'lake':3A 'montana':4B 'state':6C 'unit':5C	0.0164899088102982
OpenPlaces::Lake	Reservoir	5		Fort Peck Lake	United States	US	Montana	MT	North America	Americas	Northern America	North America	47.6932840200723	-106.937870349536	-108.204275206009	47.3553540021251	-106.201863231195	48.0338633151636	'fort':1A 'lake':3A 'montana':4B 'peck':2A 'state':6C 'unit':5C	0.125113890659822
OpenPlaces::Park	National Recreation Area	5		Ross Lake NRA	United States	US	Washington	WA	North America	Americas	Northern America	North America	48.7869262695312	-121.073077541166	-121.396484375	48.576904296875	-120.95703125	48.9925130208333	'lake':2A 'nra':3A 'ross':1A 'state':6C 'unit':5C 'washington':4B	0.0558717002471275
OpenPlaces::Park	National Recreation Area	5		Bighorn Canyon NRA	United States	US	Montana	MT	North America	Americas	Northern America	North America	45.121826171875	-108.240756281679	-108.300537109375	44.771728515625	-107.759684244792	45.4477945963542	'bighorn':1A 'canyon':2A 'montana':4B 'nra':3A 'state':6C 'unit':5C	0.0548565379447399
OpenPlaces::River	River	7		Yellowstone River	United States	US	Montana	MT	North America	Americas	Northern America	North America	46.121405340619	-107.60317949127	-110.889637824604	44.055487371869	-103.920155402729	47.9979922546815	'montana':3B 'river':2A 'state':5C 'unit':4C 'yellowston':1A	0
OpenPlaces::River	River	8		Bighorn River	United States	US	Montana	MT	North America	Americas	Northern America	North America	45.3109805359315	-107.980783657937	-108.24624589752	44.162665106244	-107.441639777729	46.1741804057232	'bighorn':1A 'montana':3B 'river':2A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Lake	5		Lake Pend Oreille	United States	US	Idaho	ID	North America	Americas	Northern America	North America	48.1365963955326	-116.377547412356	-116.571133973536	47.9567399138551	-116.189490882709	48.3129205076844	'idaho':4B 'lake':1A 'oreill':3A 'pend':2A 'state':6C 'unit':5C	0.0428136449707185
OpenPlaces::River	River	7		Red River	United States	US	North Dakota	ND	North America	Americas	Northern America	North America	48.096747137494	-97.1064346996037	-97.3496801423121	45.820135809369	-96.5564672516871	50.3911400411399	'dakota':4B 'north':3B 'red':1A 'river':2A 'state':6C 'unit':5C	0
OpenPlaces::Park	National Recreation Area	5		Lake Chelan NRA	United States	US	Washington	WA	North America	Americas	Northern America	North America	48.357177734375	-120.701896282852	-120.855631510417	48.2533772786458	-120.546590169271	48.4513753255208	'chelan':2A 'lake':1A 'nra':3A 'state':6C 'unit':5C 'washington':4B	0.0316073215670048
OpenPlaces::Park	National Monument and Preserve	4		Craters of the Moon NM & PRES	United States	US	Idaho	ID	North America	Americas	Northern America	North America	43.2723795572917	-113.396108554534	-113.998616536458	42.7049967447917	-113.081136067708	43.5790201822917	'crater':1A 'idaho':7B 'moon':4A 'nm':5A 'pres':6A 'state':9C 'unit':8C	0.208085427332229
OpenPlaces::River	River	8		Salmon River	United States	US	Idaho	ID	North America	Americas	Northern America	North America	45.423651434369	-114.829213019916	-116.77896074127	43.9303653015565	-113.871164517312	46.047430731244	'idaho':3B 'river':2A 'salmon':1A 'state':5C 'unit':4C	0
OpenPlaces::Lake	Reservoir	5		Lake Sakakawea	United States	US	North Dakota	ND	North America	Americas	Northern America	North America	47.8230986001373	-102.316042141072	-103.811626518886	47.4510223434429	-101.105242734038	48.1907593949248	'dakota':4B 'lake':1A 'north':3B 'sakakawea':2A 'state':6C 'unit':5C	0.195826161553553
OpenPlaces::Park	National Park	3		Hawai'i Volcanoes	United States	US	Hawaii	HI	North America	Americas	Northern America	North America	19.2970174153646	-155.238775301857	-155.797526041667	19.057861328125	-155.039469401042	19.5455729166667	'hawai':1A 'hawaii':4B 'state':6C 'unit':5C 'volcano':3A	0.124284235967528
OpenPlaces::Lake	Lake	5		Skaneateles Lake	United States	US	New York	NY	North America	Americas	Northern America	North America	42.8645348786044	-76.358464108602	-76.4326718723062	42.7838791077703	-76.2698885100023	42.9587313992865	'lake':2A 'new':3B 'skaneatel':1A 'state':6C 'unit':5C 'york':4B	0.00496410556166236
OpenPlaces::Lake	Reservoir	7		American Falls Reservoir	United States	US	Idaho	ID	North America	Americas	Northern America	North America	42.9404808234043	-112.717428411236	-112.878188816605	42.8112549715935	-112.581028230266	43.0655855774353	'american':1A 'fall':2A 'idaho':4B 'reservoir':3A 'state':6C 'unit':5C	0.0224345051552361
OpenPlaces::Lake	Reservoir	8		Palisades Reservoir	United States	US	Idaho	ID	North America	Americas	Northern America	North America	43.2399963227608	-111.097361222756	-111.199135835446	43.1750890327283	-111.041356663304	43.3408160363034	'idaho':3B 'palisad':1A 'reservoir':2A 'state':5C 'unit':4C	0.00736841141524629
OpenPlaces::Park	National Park	3		Olympic	United States	US	Washington	WA	North America	Americas	Northern America	North America	47.7753092447917	-123.534804666937	-124.734619140625	47.4686686197917	-123.120402018229	48.239013671875	'olymp':1A 'state':4C 'unit':3C 'washington':2B	0.453437622222601
OpenPlaces::Park	National Park	3		North Cascades	United States	US	Washington	WA	North America	Americas	Northern America	North America	48.8110961914062	-121.404222278381	-121.637939453125	48.3692626953125	-120.643188476562	48.9925130208333	'cascad':2A 'north':1A 'state':5C 'unit':4C 'washington':3B	0.244983108507264
OpenPlaces::Park	National Park	3		Mount Rainier	United States	US	Washington	WA	North America	Americas	Northern America	North America	46.8529866536458	-121.70782386924	-121.922810872396	46.7081298828125	-121.444742838542	46.9978841145833	'mount':1A 'rainier':2A 'state':5C 'unit':4C 'washington':3B	0.111751167310608
OpenPlaces::River	River	4		Snake River	United States	US	Washington	WA	North America	Americas	Northern America	North America	46.155096746869	-118.958363410541	-119.052072720437	42.5136986348899	-110.628285285541	46.7189395203065	'river':2A 'snake':1A 'state':5C 'unit':4C 'washington':3B	0
OpenPlaces::River	River	6		Pend Orielle River	United States	US	Washington	WA	North America	Americas	Northern America	North America	48.5093041036399	-117.25601152252	-117.626332160541	48.1518008484315	-116.56948808502	49.0566673848899	'oriell':2A 'pend':1A 'river':3A 'state':6C 'unit':5C 'washington':4B	0
OpenPlaces::Lake	Reservoir	7		Franklin D. Roosevelt Lake	United States	US	Washington	WA	North America	Americas	Northern America	North America	48.4617215739495	-118.208781784351	-118.227226552778	48.2322647368504	-118.071949475716	48.6849967643789	'd':2A 'franklin':1A 'lake':4A 'roosevelt':3A 'state':7C 'unit':6C 'washington':5B	0.014508824388221
